Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,21.72 Lakh,19.46
5971,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2013,65000,Diesel,Manual,Second,20.14 kmpl,1498 CC,88 bhp,5.0,10.15 Lakh,3.5
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5.45 Lakh,3.98
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.0
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,7.85 Lakh,5.5
3512,Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,5.53
1250,Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.87
5348,BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Diesel,Automatic,Third,15.06 kmpl,1995 CC,177 bhp,5.0,,10.0
5779,Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,6.1
4298,Mahindra XUV500 W8 2WD,Bangalore,2013,71231,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,9.75
3284,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5.0,,1.25
2933,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2015,75000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,11.75
4175,Maruti Wagon R LXI BS IV,Kolkata,2011,34000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.25
5268,Hyundai i20 Asta,Mumbai,2009,28000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.65
4910,Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.5
1852,Maruti Celerio VXI AT,Mumbai,2014,53000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.8
5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.36 Lakh,17.08
5859,Toyota Fortuner 4x2 Manual,Jaipur,2016,73053,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,20.0
2105,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.41
133,Maruti Alto K10 VXI,Hyderabad,2014,88500,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.53 Lakh,2.6
5236,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.25
5029,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,4.85
928,Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,Petrol,Manual,First,17.5 kmpl,1198 CC,75 bhp,5.0,,2.29
823,Maruti Wagon R LXI BS IV,Kolkata,2014,40000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2.49
5460,Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,32.0
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.72 kmpl,1498 CC,108.4 bhp,5.0,15.34 Lakh,10.5
1214,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,6.4
504,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,79000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.25
4285,Hyundai i20 Sportz Option,Delhi,2010,62489,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.6
1996,Honda City 1.5 S MT,Delhi,2009,65055,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,2.75
3072,Hyundai EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.95
1958,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.75
1384,Maruti Ritz LXi,Mumbai,2016,62000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3.2
894,Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,Diesel,Manual,First,10.5 kmpl,2609 CC,120 bhp,7.0,,3.6
4924,Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,,30.0
455,Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5.0,,3.5
5572,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5.0,,7.5
3709,Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.5
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,11.94
4849,Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,5.7
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.21 Lakh,5.85
4268,Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,3.2
3522,Hyundai Santro GLS II - Euro II,Kochi,2012,66400,Petrol,Manual,First,0.0 kmpl,,,,,2.66
4134,Honda BR-V i-VTEC S MT,Bangalore,2016,34004,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7.0,12.9 Lakh,8.02
3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.95
713,Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,4.7
4186,Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,22874,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,5.0,,4.44
2214,Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,14000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5.0,,3.0
5301,BMW X1 sDrive20d,Delhi,2011,72000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,11.0
2923,Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7.0,,8.25
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,5.5
3486,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,10.75
3141,Tata Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,148 bhp,7.0,,10.0
1827,Mahindra XUV500 W8 2WD,Kolkata,2013,87284,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.8
1155,Maruti Swift VXi BSIV,Delhi,2016,42000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,,4.75
1324,Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,6.07 Lakh,6.06
4312,Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5.0,,2.8
510,Skoda Fabia 1.6 MPI Elegance,Pune,2012,41629,Petrol,Manual,Second,14.83 kmpl,1598 CC,105 bhp,5.0,,2.25
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.7 Lakh,3.22
499,Honda Brio VX AT,Mumbai,2014,35000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,4.25
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5.0,8.23 Lakh,5.0
1856,Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.1
1388,Maruti Swift VDI BSIV,Pune,2013,37000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,4.85
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,13.23 Lakh,9.99
2386,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3.75
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,13.0
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,9.85
1217,Honda City ZX GXi,Mumbai,2005,56000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,,1.25
2681,Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,Petrol,Automatic,First,0.0 kmpl,3597 CC,262.6 bhp,5.0,,6.0
2993,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5.0,,17.75
1191,Toyota Etios GD SP,Coimbatore,2016,53702,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,,6.55
5293,Hyundai i20 1.2 Spotz,Kochi,2018,48407,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.65
1542,Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6.0,11.39 Lakh,9.25
3301,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,7.0
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,43.07 Lakh,25.75
2539,Honda City i DTEC VX Option,Pune,2014,71000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,7.45
953,Maruti Baleno Delta 1.2,Pune,2016,14930,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.85
4846,Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,,19.5
4330,Honda Jazz Mode,Mumbai,2010,55000,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5.0,,2.35
732,Honda City i-VTEC V,Delhi,2014,55818,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.85 Lakh,5.7
6010,Honda Brio 1.2 VX MT,Delhi,2013,33746,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.63 Lakh,3.2
1156,Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,5.35
5571,Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.65
3294,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,1.8
2982,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32807,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,14.76
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,5.0,,21.99
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,15.2
2156,Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,10.75
1062,Hyundai i10 Era 1.1,Delhi,2012,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.2
2616,Chevrolet Cruze LTZ AT,Mumbai,2013,59302,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,5.0,,5.25
1167,Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.0
3222,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,15.25
3636,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.8 kmpl,1399 CC,68 bhp,5.0,,1.6
2938,Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,2013,51000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,,18.5
4491,Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,,4.45
3140,Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.27
4980,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,,7.57
143,Hyundai Santro Xing XO eRLX Euro II,Kochi,2008,80759,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5.0,,1.67
3577,Hyundai Elantra CRDi SX AT,Delhi,2013,71000,Diesel,Automatic,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,,6.8
4946,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,3.9
2782,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.85
717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,5.0,,19.5
1819,Audi Q5 2.0 TDI,Hyderabad,2015,56000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,35.0
2502,Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,5.0,,5.25
4360,BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4.0,,68.94
4171,Hyundai Elantra CRDi SX,Kolkata,2013,42000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,,5.85
395,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3.91
5815,Ford EcoSport 1.5 TDCi Titanium,Kochi,2018,37160,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,9.46
4492,Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.75
1365,Tata Manza Aqua Quadrajet,Jaipur,2010,100030,Diesel,Manual,Second,18.8 kmpl,1248 CC,90 bhp,5.0,,1.6
5477,Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.76
595,Maruti Swift LDI Optional,Kochi,2018,52010,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.2
3952,Ford Figo Petrol ZXI,Coimbatore,2011,51928,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,3.46
5392,BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,,17.5
4968,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,5.0,6.94 Lakh,5.0
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5.0,19.27 Lakh,6.5
2326,Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5.0,23.64 Lakh,9.69
3766,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,8.0
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.34
3851,Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73 kmpl,1995 CC,148 bhp,5.0,,7.5
4132,Maruti Swift Dzire ZXI,Chennai,2017,28000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,6.25
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.24 Lakh,3.0
2143,Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.42
5544,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,19.67 kmpl,1582 CC,126.2 bhp,5.0,,11.0
5073,Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Petrol,Automatic,First,12.0 kmpl,1991 CC,181.03 bhp,5.0,,21.95
1571,Maruti Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2.6
4079,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33 kmpl,2993 CC,255 bhp,5.0,2.3 Cr,160.0
1122,Honda City i VTEC CVT VX,Kochi,2016,58197,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,9.19
2786,Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,,10.5
2967,Maruti Swift VDI BSIV,Jaipur,2014,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.8
2504,Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,Diesel,Manual,First,18.6 kmpl,1388 CC,67 bhp,5.0,,3.82
3465,Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5.0,7.52 Lakh,4.5
675,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,9.25
2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,91.23 Lakh,64.95
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,4.25
728,Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,Diesel,Manual,First,15.0 kmpl,1248 CC,88.5 bhp,5.0,,8.5
412,Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7.0,,13.05
3146,Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.84
1516,Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,32.1
825,Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,10.04 Lakh,6.45
3267,Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.45
3974,Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,,3.6
616,Hyundai EON Era Plus,Hyderabad,2015,68764,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.9
114,Honda Civic 2006-2010 1.8 V MT,Delhi,2010,71088,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,3.35
417,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,9.74 Lakh,6.9
3069,Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.4
1625,Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,5.0,,6.25
5958,Honda Amaze S i-Dtech,Jaipur,2015,91000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.68
4185,Porsche Panamera Diesel,Kochi,2015,54996,Diesel,Automatic,First,17.85 kmpl,2967 CC,300 bhp,4.0,,60.95
2896,Porsche Panamera Diesel,Delhi,2013,48000,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4.0,,50.5
5824,Maruti Wagon R LXI BSII,Delhi,2012,52000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.45
2082,Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.65
753,Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3 kmpl,1991 CC,147.9 bhp,5.0,,4.2
2546,Maruti Ritz VXi,Hyderabad,2012,68000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,4.4
3969,Maruti Ciaz AT ZXi,Kochi,2015,50979,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,6.9
3373,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13.76 Lakh,11.15
4107,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2013,75000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.25
2444,Chevrolet Beat Diesel LS,Coimbatore,2014,55012,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5.0,,3.7
4380,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,7.19
1066,Skoda Laura Elegance MT,Jaipur,2010,82407,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,4.25
3913,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,1.89
5287,Honda City ZX VTEC,Jaipur,2006,100173,Petrol,Manual,Second,16.9 kmpl,1497 CC,100 bhp,5.0,,2.4
5387,Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4.0,,2.13
3498,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.25
2738,Ford Figo Diesel EXI,Delhi,2014,45001,Diesel,Manual,Second,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.55
5052,Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5.0,,3.6
4000,Ford Figo Diesel EXI,Kolkata,2011,37000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,1.8
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81 kmpl,1999 CC,148.31 bhp,7.0,66.39 Lakh,41.5
2427,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,39871,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,3.5
3746,Mahindra XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.02
5841,Maruti Baleno Delta 1.3,Hyderabad,2018,17810,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,8.5
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7.0,,8.37
851,Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,5.7
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79 kmpl,2179 CC,120 bhp,8.0,,6.21
895,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,21.8
4592,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,16.75
335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5
2839,BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.0
3087,BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,48.79 Lakh,13.08
4611,Maruti Swift VDI,Jaipur,2013,88000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.33
1348,Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5.0,,4.0
